RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
128068,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
183129,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
187898,M,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
192705,F,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
206796,M,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
208911,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
210017,F,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
210518,F,BC-E,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
211487,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
212202,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
212489,M,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
223196,M,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
223766,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
227207,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
236094,F,BC-A,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
239206,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
241525,M,BC-E,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
243779,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
244127,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
245202,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
246863,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
247355,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
248309,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
249001,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
250367,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
251918,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
252085,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
253159,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
253163,M,BC-C,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
255053,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
256664,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
256679,M,BC-E,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
257090,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
257945,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
262351,M,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
264178,M,BC-D,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
266398,M,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
267193,M,SC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
268540,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
269696,M,BC-C,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
270036,F,BC-B,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
271382,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P1
387632,M,SC,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P1
408436,F,BC-D,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P1
655008,F,BC-A,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P1
710769,F,BC-D,AP,NRI,"NRI Institute of Medical Sciences, Visakhapatnam",P1
31229,M,OC,OTHERS,B1,"NRI Medical College, Chinnakakani",P1
56478,F,OC,OTHERS,B1,"NRI Medical College, Chinnakakani",P1
58855,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
60861,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
62389,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
63088,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
65179,F,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
65518,M,OC,OTHERS,B1,"NRI Medical College, Chinnakakani",P1
66256,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
68219,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
70072,M,OC,AP,B1,"NRI Medical College, Chinnakakani",P1
71244,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
71323,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
72459,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
73683,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
75465,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
76271,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
77070,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
77201,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
77894,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
78087,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
78611,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
78626,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
78631,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
79027,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
79053,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
79219,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
79448,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
79963,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
80018,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
82675,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
83123,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
83265,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
84754,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
84769,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
86494,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
87012,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
87450,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
87706,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
88034,M,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
88864,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
89365,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
91088,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
91452,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
91730,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
94014,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
96030,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
96050,F,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
96909,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
97777,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
98830,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
99780,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
100482,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
100532,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
101180,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
101955,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
102432,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
103739,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
104386,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
104564,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
105287,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
105514,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
106445,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
108145,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
108784,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
109189,F,BC-A,AP,B2,"NRI Medical College, Chinnakakani",P1
109562,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
110090,F,BC-D,AP,B2,"NRI Medical College, Chinnakakani",P1
111139,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
111912,M,OC,AP,B2,"NRI Medical College, Chinnakakani",P1
191818,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P1
205071,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
329184,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
338632,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
347873,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
401045,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
421157,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P1
492783,F,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P1
561759,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
575046,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
585101,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
615779,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
660375,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
747425,M,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P1
865418,M,OC,AP,NRI,"NRI Medical College, Chinnakakani",P1
915945,M,OC,OTHERS,NRI,"NRI Medical College, Chinnakakani",P1
78625,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
99603,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
99867,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
104385,F,OC,AP,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
107653,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
109230,F,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
113109,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
113808,F,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
115495,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
116590,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
118565,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
118724,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
150987,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
151377,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
159523,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
176478,F,SC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
178399,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
180267,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
180338,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
188090,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
188922,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
193563,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
197301,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
197546,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
199920,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
200196,F,BC-E,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
202438,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
204989,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
207226,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
212534,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
212585,F,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
216116,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
216831,M,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
216881,M,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
217388,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
219852,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
219978,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
220673,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
221300,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
223938,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
224891,F,BC-B,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
225518,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
226969,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
229068,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
231520,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
231752,M,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
232892,M,ST,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
233340,M,BC-D,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
236457,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
237531,M,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
237944,F,BC-A,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
240502,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
240526,F,OC,AP,B2,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
364868,F,OC,OTHERS,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
424958,M,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
449343,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
488597,F,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
494135,F,BC-E,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
514864,F,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
541707,F,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
547586,F,BC-A,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
683794,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
795321,M,BC-B,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
799389,M,OC,AP,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P1
68639,F,OC,AP,B1,"Santhiram Medical College, Nandyal",P1
69764,M,OC,AP,B1,"Santhiram Medical College, Nandyal",P1
80257,F,OC,AP,B1,"Santhiram Medical College, Nandyal",P1
118429,M,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P1
122705,F,OC,AP,B1,"Santhiram Medical College, Nandyal",P1
127001,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P1
129257,F,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P1
132483,M,OC,OTHERS,B1,"Santhiram Medical College, Nandyal",P1
144570,F,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
152163,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P1
169216,F,OC,OTHERS,NRI,"Santhiram Medical College, Nandyal",P1
181235,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
194448,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P1
202703,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
208811,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
211582,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
224220,M,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
225558,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
241150,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
242220,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P1
243181,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P1
244406,F,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P1
245050,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
245172,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
246766,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P1
246789,F,BC-C,AP,B2,"Santhiram Medical College, Nandyal",P1
246820,M,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
247481,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
248404,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
248730,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
252140,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
252580,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
254253,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
254899,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
255406,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P1
256432,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
257265,F,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
257554,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
258933,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
259882,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
262991,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
264960,M,BC-D,AP,B2,"Santhiram Medical College, Nandyal",P1
265006,F,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
266240,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P1
266337,F,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
266351,M,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
266427,F,SC,AP,B2,"Santhiram Medical College, Nandyal",P1
266772,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P1
268138,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P1
268139,M,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P1
274557,M,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
274723,M,BC-A,AP,B2,"Santhiram Medical College, Nandyal",P1
274931,F,BC-E,AP,B2,"Santhiram Medical College, Nandyal",P1
277161,M,SC,AP,B2,"Santhiram Medical College, Nandyal",P1
482691,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
575149,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
651463,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
791584,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
794189,F,BC-A,AP,NRI,"Santhiram Medical College, Nandyal",P1
820079,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
852567,F,BC-D,AP,NRI,"Santhiram Medical College, Nandyal",P1
861144,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
872958,F,SC,AP,NRI,"Santhiram Medical College, Nandyal",P1
917224,M,OC,OTHERS,NRI,"Santhiram Medical College, Nandyal",P1
975032,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P1
66793,F,OC,AP,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
83603,F,OC,AP,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
111981,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
118844,M,BC-C,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
123931,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
126785,M,BC-A,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
127443,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
127682,F,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
141403,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
155609,M,BC-A,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
157757,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
163727,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
233784,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
242439,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
253100,M,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
253564,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
254379,M,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
254749,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
256770,F,BC-E,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
263698,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
265799,M,ST,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
269634,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
272246,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
274978,M,BC-E,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P1
