RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,COLLEGE,EWS
32015,1228040114,595,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
32700,1206070460,594,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
33316,1224030078,593,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
34206,1205230027,591,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
34326,1220010276,591,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
35017,1224010116,590,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
35596,1205040164,589,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
38147,1220060260,585,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
38197,1224030257,585,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
38868,1228020066,584,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
39587,1220010379,583,M,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
39710,1201120187,583,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
39989,1201010509,582,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
41380,1220050008,580,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
43722,1205080302,577,M,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
43842,1206030315,577,M,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
44795,1206130268,575,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
45054,1205090368,575,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
45783,1205150271,574,M,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
46768,1229060120,573,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
47078,1205120221,572,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
47697,1220020424,571,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
47730,1206040322,571,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
49687,1225040181,569,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
50692,1206010144,567,F,BCD,AU,P1,"Government Medical College, Rajamahendravaram",NO
60633,1206120291,554,M,BCC,AU,P1,"Government Medical College, Rajamahendravaram",NO
65318,1205030282,548,M,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
66071,1228010022,547,M,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
67281,1224010064,546,M,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
67399,1224060286,546,M,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
69525,1220030189,543,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
71183,1224020176,541,F,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
74446,1205100357,537,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
74596,1206020075,537,M,BCB,AU,P1,"Government Medical College, Rajamahendravaram",NO
75997,1220060048,535,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
76133,1206010261,535,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
78637,1206080271,532,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
79691,1224020490,531,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
79749,3115070296,531,F,BCC,AU,P1,"Government Medical College, Rajamahendravaram",NO
81380,1228030083,529,F,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
81479,1225010523,529,M,BCA,AU,P1,"Government Medical College, Rajamahendravaram",NO
90262,1205060331,519,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
95971,1201020007,513,F,BCC,AU,P1,"Government Medical College, Rajamahendravaram",NO
96386,1228010169,513,F,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
98990,1205260133,510,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
101866,1214010129,507,F,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
103416,1205060504,505,F,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
104790,4201520044,504,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
106348,1205180176,502,F,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
106393,1224050229,502,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
108214,1214010417,500,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
112147,1206120034,496,F,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
113130,1228010052,495,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
115262,1205210180,493,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
116400,1205010619,492,M,SC,AU,P1,"Government Medical College, Rajamahendravaram",NO
120150,1209010471,489,M,BCE,AU,P1,"Government Medical College, Rajamahendravaram",NO
122514,1224010293,486,F,BCE,AU,P1,"Government Medical College, Rajamahendravaram",NO
126017,1206010015,483,M,BCE,AU,P1,"Government Medical College, Rajamahendravaram",NO
141951,1205170413,468,F,ST,AU,P1,"Government Medical College, Rajamahendravaram",NO
147506,4203050226,463,F,ST,AU,P1,"Government Medical College, Rajamahendravaram",NO
161668,1205040103,451,M,ST,AU,P1,"Government Medical College, Rajamahendravaram",NO
22511,1205040790,611,F,OC,AU,P1,"Government Medical College, Eluru",NO
32658,1222010488,594,F,OC,AU,P1,"Government Medical College, Eluru",NO
34438,2712240220,591,F,OC,AU,P1,"Government Medical College, Eluru",NO
34928,4208080330,590,M,OC,AU,P1,"Government Medical College, Eluru",NO
35022,1205040418,590,M,OC,AU,P1,"Government Medical College, Eluru",NO
42896,1205210177,578,F,BCD,AU,P1,"Government Medical College, Eluru",NO
45954,1206060227,574,M,BCD,AU,P1,"Government Medical College, Eluru",NO
46431,1206020657,573,F,BCD,AU,P1,"Government Medical College, Eluru",NO
47196,1206100242,572,F,BCD,AU,P1,"Government Medical College, Eluru",NO
49657,1216010213,569,F,BCD,AU,P1,"Government Medical College, Eluru",NO
51087,1205140211,567,F,BCD,AU,P1,"Government Medical College, Eluru",NO
52211,1205030626,565,F,BCD,AU,P1,"Government Medical College, Eluru",NO
53064,1206020289,564,M,BCD,AU,P1,"Government Medical College, Eluru",NO
53837,1220010941,563,F,BCD,AU,P1,"Government Medical College, Eluru",NO
53859,1229020102,563,M,BCD,AU,P1,"Government Medical College, Eluru",NO
53868,1225050146,563,M,BCD,AU,P1,"Government Medical College, Eluru",NO
58205,1205150321,557,F,BCC,AU,P1,"Government Medical College, Eluru",NO
61354,1205030412,553,F,BCC,AU,P1,"Government Medical College, Eluru",NO
66843,4201330196,546,F,BCA,AU,P1,"Government Medical College, Eluru",NO
67313,1205140454,546,M,BCB,AU,P1,"Government Medical College, Eluru",NO
68702,1201080155,544,F,BCA,AU,P1,"Government Medical College, Eluru",NO
69502,1206140216,543,F,BCA,AU,P1,"Government Medical College, Eluru",NO
71008,1205060315,541,M,BCA,AU,P1,"Government Medical College, Eluru",NO
71965,2706010147,540,F,BCB,SVU,P1,"Government Medical College, Eluru",NO
72152,1205210035,540,M,BCB,AU,P1,"Government Medical College, Eluru",NO
72686,1205250307,539,M,BCB,AU,P1,"Government Medical College, Eluru",NO
72923,1222010062,539,F,BCA,AU,P1,"Government Medical College, Eluru",NO
73969,1225050156,538,F,BCA,AU,P1,"Government Medical College, Eluru",NO
74778,1205200293,537,F,BCB,AU,P1,"Government Medical College, Eluru",NO
76008,1205270434,535,M,BCB,AU,P1,"Government Medical College, Eluru",NO
76013,1220060195,535,F,BCB,AU,P1,"Government Medical College, Eluru",NO
76043,1206050027,535,F,BCB,AU,P1,"Government Medical College, Eluru",NO
76495,1224020264,535,F,BCC,AU,P1,"Government Medical College, Eluru",NO
78662,1224030178,532,F,BCA,AU,P1,"Government Medical College, Eluru",NO
80447,1206020242,530,F,BCA,AU,P1,"Government Medical College, Eluru",NO
80591,1205170444,530,F,BCA,AU,P1,"Government Medical College, Eluru",NO
82948,1206010761,527,F,BCA,AU,P1,"Government Medical College, Eluru",NO
83960,1205040358,526,M,BCA,AU,P1,"Government Medical College, Eluru",NO
83994,1228010298,526,M,BCA,AU,P1,"Government Medical College, Eluru",NO
84924,1205180165,525,M,BCE,APNL,P1,"Government Medical College, Eluru",NO
92701,1205040097,517,M,BCE,SVU,P1,"Government Medical College, Eluru",NO
94879,1201110103,514,F,SC,AU,P1,"Government Medical College, Eluru",NO
97181,1205140344,512,F,SC,AU,P1,"Government Medical College, Eluru",NO
98889,1216010265,510,F,SC,AU,P1,"Government Medical College, Eluru",NO
101461,1222010392,507,M,SC,AU,P1,"Government Medical College, Eluru",NO
105117,1205230285,504,M,SC,AU,P1,"Government Medical College, Eluru",NO
105352,1201030011,503,F,SC,AU,P1,"Government Medical College, Eluru",NO
106300,1205240040,502,M,SC,AU,P1,"Government Medical College, Eluru",NO
107161,1205030276,501,M,SC,AU,P1,"Government Medical College, Eluru",NO
107367,1220060050,501,M,SC,AU,P1,"Government Medical College, Eluru",NO
110433,1201080067,498,M,SC,AU,P1,"Government Medical College, Eluru",NO
112149,1201070266,496,F,SC,AU,P1,"Government Medical College, Eluru",NO
112370,1201060356,496,F,SC,AU,P1,"Government Medical College, Eluru",NO
113790,1205180169,495,F,SC,AU,P1,"Government Medical College, Eluru",NO
117830,1201060301,491,M,BCE,AU,P1,"Government Medical College, Eluru",NO
127192,1201030267,482,F,BCE,AU,P1,"Government Medical College, Eluru",NO
156899,1201080230,455,M,ST,AU,P1,"Government Medical College, Eluru",NO
159262,1205010307,453,F,ST,AU,P1,"Government Medical College, Eluru",NO
164029,1205170287,449,F,ST,AU,P1,"Government Medical College, Eluru",NO
165373,1222040085,448,M,ST,AU,P1,"Government Medical College, Eluru",NO
27219,1205050390,603,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
32961,1224020162,593,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
33474,1205010728,592,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
33493,1224050132,592,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
34346,1205150140,591,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
34921,1205010215,590,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
35561,1201070178,589,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
36544,2603040400,588,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
37084,1228010153,587,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
37090,1205060538,587,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
37427,1205210182,586,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
37657,1205160013,586,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
38941,1205170354,584,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
39992,1201090088,582,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
40163,1224080206,582,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
40168,1201010437,582,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
40627,1205170279,582,F,OC,AU,P1,"Government Medical College, Machilipatnam",NO
40630,1206040126,582,M,OC,AU,P1,"Government Medical College, Machilipatnam",NO
46657,1205160451,573,M,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
48798,1229030010,570,M,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
51307,1228030025,566,F,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
51341,1206110018,566,F,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
51479,1201100255,566,M,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
51564,1206080298,566,M,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
53124,1206010576,564,F,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
53782,1201040448,563,F,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
53876,1205040489,563,F,BCD,AU,P1,"Government Medical College, Machilipatnam",NO
66441,1224010354,547,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
70298,1205260071,542,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
72870,1205030187,539,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
73640,1205100145,538,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
74327,1205050172,537,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
74813,1203030136,537,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
76063,1228020210,535,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
77108,1206030491,534,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
77298,1224010369,534,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
77583,1206020006,534,F,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
77666,1206010061,534,F,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
77837,1205110044,533,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
77882,1205080044,533,F,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
78292,1228010151,533,M,BCB,AU,P1,"Government Medical College, Machilipatnam",NO
79254,1220030287,532,F,BCC,AU,P1,"Government Medical College, Machilipatnam",NO
79757,1201030378,531,F,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
81879,1201010358,529,M,BCA,AU,P1,"Government Medical College, Machilipatnam",NO
101193,1222020284,508,M,SC,AU,P1,"Government Medical College, Machilipatnam",NO
104750,1205220423,504,F,SC,AU,P1,"Government Medical College, Machilipatnam",NO
109210,1225010463,499,F,SC,AU,P1,"Government Medical College, Machilipatnam",NO
112091,1205200217,496,M,SC,AU,P1,"Government Medical College, Machilipatnam",NO
113101,1205230284,495,M,BCE,AU,P1,"Government Medical College, Machilipatnam",NO
113285,1201110176,495,M,SC,AU,P1,"Government Medical College, Machilipatnam",NO
114047,1205100384,495,F,SC,AU,P1,"Government Medical College, Machilipatnam",NO
114292,1201120264,494,F,SC,AU,P1,"Government Medical College, Machilipatnam",NO
114493,1205070041,494,M,SC,AU,P1,"Government Medical College, Machilipatnam",NO
115257,1224030382,493,F,SC,AU,P1,"Government Medical College, Machilipatnam",NO
116644,1205150295,492,M,SC,AU,P1,"Government Medical College, Machilipatnam",NO
117544,1205040401,491,M,BCE,AU,P1,"Government Medical College, Machilipatnam",NO
124958,4219090324,484,F,BCE,AU,P1,"Government Medical College, Machilipatnam",NO
164117,1205040452,449,M,ST,AU,P1,"Government Medical College, Machilipatnam",NO
169546,1205100088,445,M,ST,AU,P1,"Government Medical College, Machilipatnam",NO
171493,1206160132,443,F,ST,AU,P1,"Government Medical College, Machilipatnam",NO
22431,1208010311,612,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
23845,1205190050,609,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
24268,1201010051,608,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
27391,1205050075,603,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
28972,1216010500,600,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
29734,1205210258,599,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
30687,1206060186,597,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
31130,1206080493,596,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
31230,1206030230,596,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32413,1206140213,594,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32447,1224070091,594,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32777,4219010374,594,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32793,4201290159,594,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32934,1205120393,593,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
32979,1205240352,593,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33036,1205090437,593,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33209,1201010330,593,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33479,1201040384,592,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33490,3905050371,592,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33517,1206160204,592,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33533,1224030093,592,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33727,4201030501,592,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
33844,1205040757,592,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34002,1205030296,592,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34127,1222010585,591,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34252,1205050325,591,M,JYOTHI,SUNEYA,P1,"NRI Medical College, Chinnakakani",NO
34295,1201100016,591,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34386,1205080529,591,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34425,1205210033,591,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34589,1208010479,591,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34751,1201010339,590,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34820,1224080103,590,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34828,1201100306,590,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
34848,1205030050,590,F,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
35028,1201050029,590,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
35125,1205270203,590,M,OC,AU,P1,"NRI Medical College, Chinnakakani",NO
39382,1205020507,583,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
42606,1205030497,579,M,BCD,APNL,P1,"NRI Medical College, Chinnakakani",NO
42846,1201010233,578,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
43187,1229020219,578,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
44395,1229020097,576,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
44832,1205020066,575,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
44920,1205170260,575,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
44933,1206040337,575,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
45039,1205210330,575,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
45169,1206080303,575,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
45178,1205010610,575,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
46245,1205150033,574,F,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
46416,1205170294,573,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
49470,1206110173,569,M,BCD,AU,P1,"NRI Medical College, Chinnakakani",NO
50943,1201020477,567,F,BCC,AU,P1,"NRI Medical College, Chinnakakani",NO
56883,1201120287,559,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
58148,1201080196,557,F,BCC,AU,P1,"NRI Medical College, Chinnakakani",NO
58956,1205190360,556,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
59591,1201030283,556,F,BCA,AU,P1,"NRI Medical College, Chinnakakani",NO
61743,1205190107,553,M,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
63001,1201020395,551,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
63067,1224080158,551,F,BCA,AU,P1,"NRI Medical College, Chinnakakani",NO
65009,1206070140,549,F,BCA,AU,P1,"NRI Medical College, Chinnakakani",NO
65352,1205100350,548,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
69361,1205220327,543,F,BCA,AU,P1,"NRI Medical College, Chinnakakani",NO
69655,1205030372,543,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
69681,1205080187,543,F,BCB,AU,P1,"NRI Medical College, Chinnakakani",NO
71279,1212010285,541,M,BCA,AU,P1,"NRI Medical College, Chinnakakani",NO
