SNo,Rank,Allotted Quota,Allotted Institute,Course,"AllotedCategory","CandidateCategory",Remarks
614,23451,All India,"GMERS Medical College, Panchmahal Godhra,Government Engineering College
Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,Open,General,Allotted
615,23453,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,Open,OBC,Allotted
616,23457,All India,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,New Building, Civil Hospital
Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",MBBS,Open,General,Allotted
617,23459,All India,"GOVERNMENT MEDICAL COLLEGE NANDYAL,principalgmcnandyala@gmail.com,
Andhra Pradesh, 518501",MBBS,Open,OBC,Allotted
618,23462,All India,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,New Building, Civil Hospital
Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",MBBS,Open,General,Allotted
619,23465,All India,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha,At -
Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,OBC,OBC,Allotted
620,23473,All India,"Govt Medical College Vikarabad ,ANANTHAGIRI HILLS VIKARABAD VIKARABAD
DISTRICT TELANGANA 501101, Telangana, 501101",MBBS,Open,General,Allotted
621,23474,All India,"Government Medical College, Jagtial,Government Medical College, Jagtial, Jagtial
Village, Jagtial Tehsil, Jagtial Dist, Telangana, 505327",MBBS,OBC,OBC,Allotted
622,23475,All India,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,New Building, Civil Hospital
Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",MBBS,OBC,OBC,Allotted
623,23479,All India,"Government Medical College, Nagarkurnool,Sy no. 237, Uyyalawada village,
Nanagarkurnool, Telangana, 509209",MBBS,Open,OBC,Allotted
624,23480,All India,"Government Medical College, Mahabubabad,Government Medical College,
Mahabubabad, 551-1-P Mahabubabad Village Mahabubabad, Telangana, 506101",MBBS,Open,OBC,Allotted
625,23481,All India,"GOVT MEDICAL COLLEGE VIZIANAGARAM,Opposite Central Tribal University , Near
JNTU
Gajularega, Vizianagaram,
Andhra Pradesh, 535003, Andhra Pradesh, 535003",MBBS,Open,General,Allotted
626,23492,All India,"GMERS Medical College, Rajpipla,GMERS Medical College, Rajpipla
Near Jakat Naka, Vadia Palace, Rajpipla
Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,Open,General,Allotted
627,23494,All India,"Government Medical College, Mancherial,Government Medical College
708 Garmilla Village , Mancherial Tehsil
Mancherial., Telangana, 504208",MBBS,OBC,OBC,Allotted
628,23495,All India,"Goverment Medical College, Bettiah,Government Medical College
Bettiah West Champaran
Bihar- 845438, Bihar, 845438",MBBS,EWS,EWS,Allotted
629,23501,All India,"Govt. Medical College Rajanna Sircilla,GOVERNMENT MEDICAL COLLEGE NEAR
KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA,
Telangana, 505301",MBBS,Open,General,Allotted
630,23508,All India,"Chitradurga Medical College and Research Institute,P B Road Chitradurga, Karnataka,
577501",MBBS,OBC,OBC,Allotted
631,23510,All India,"Tomo Riba Institute Health and Medical Sciences, Naharlagun ,Tomo Riba Institute
Health and Medical Sciences,
Old Assembly Complex,
Naharlagun, Itanagar Capita, Arunachal Pradesh, 791110",MBBS,OBC,OBC,Allotted
632,23516,All India,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North
LakhimpurLakhimpur, Assam, 787051",MBBS,OBC,OBC,Allotted
633,23518,All India,"Government Medical College, Ramagundam,SURVEY NUMBER 92 95 96 MALKAPUR
VILLAGE RAMAGUNDAM, Telangana, 505209",MBBS,OBC,OBC,Allotted
634,23519,All India,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe
Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",MBBS,Open,General,Allotted
635,23523,All India,"Dhubri Medical College, Assam,P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325,
Assam, 783325",MBBS,Open,General,Allotted
636,23524,All India,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora,
Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",MBBS,OBC,OBC,Allotted
637,23526,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute,
Bengaluru,SHIVAJINAGAR,
BENGALURU, Karnataka, 560001",MBBS,EWS,EWS,Allotted
638,23527,All India,"Government Medical College, Mancherial,Government Medical College
708 Garmilla Village , Mancherial Tehsil
Mancherial., Telangana, 504208",MBBS,OBC,OBC,Allotted
639,23528,All India,"Govt Medical College Vikarabad ,ANANTHAGIRI HILLS VIKARABAD VIKARABAD
DISTRICT TELANGANA 501101, Telangana, 501101",MBBS,Open,OBC,Allotted
640,23531,All India,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora,
Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",MBBS,OBC,OBC,Allotted
641,23533,All India,"GOVERNMENT MEDICAL COLLEGE, HANDWARA,MAIDAN CHOGAL, HANDWARA,
KUPWARA, Jammu And Kashmir, 193221",MBBS,Open,OBC,Allotted
642,23535,All India,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe
Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",MBBS,Open,OBC,Allotted
643,23536,All India,"GMC Jangaon,gmc.jangaon@gmail.com, Telangana, 506167",MBBS,Open,OBC,Allotted
644,23539,All India,"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM ,KARA AGRAHARAM NEAR
RADAR STATION MACHILIPATNAM, Andhra Pradesh, 521001",MBBS,Open,General,Allotted
645,23540,All India,"Dhubri Medical College, Assam,P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325,
Assam, 783325",MBBS,OBC,OBC,Allotted
646,23541,All India,"GMERS Medical College, Panchmahal Godhra,Government Engineering College
Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,Open,General,Allotted
647,23543,All India,"GMC Jangaon,gmc.jangaon@gmail.com, Telangana, 506167",MBBS,Open,OBC,Allotted
648,23549,All India,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha,At -
Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,OBC,OBC,Allotted
649,23550,All India,"GMERS Medical College, Panchmahal Godhra,Government Engineering College
Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,Open,General,Allotted
650,23552,All India,"GMC Jangaon,gmc.jangaon@gmail.com, Telangana, 506167",MBBS,Open,OBC,Allotted
651,23555,All India,"JLN IMS, IMPHAL,Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,OBC,OBC,Allotted
652,23556,All India,"Government Medical College, Churachandpur,Hiangtam Lamka, I.B. Road,
Churachandpur District, Manipur, 795128",MBBS,Open,OBC,Allotted
653,23560,All India,"Govt. Medical College Jayashankar Bhupalpally,Manzoor Nagar Road, Besides
thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,Open,OBC,Allotted
654,23562,All India,"Government Medical College, Churachandpur,Hiangtam Lamka, I.B. Road,
Churachandpur District, Manipur, 795128",MBBS,Open,General,Allotted
655,23564,All India,"GMC Jangaon,gmc.jangaon@gmail.com, Telangana, 506167",MBBS,OBC,OBC,Allotted
656,23565,All India,"GMERS Medical College, Morbi,Gibson middle school, Opp railway station, Morbi,
Gujarat, 363641",MBBS,OBC,OBC,Allotted
657,23569,All India,"Govt. Medical College, Kumuram Bheem Asifabad ,Government Medical College
Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,OBC,OBC,Allotted
658,23570,All India,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe
Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",MBBS,OBC,OBC,Allotted
659,23574,All India,"Government Medical College, Churachandpur,Hiangtam Lamka, I.B. Road,
Churachandpur District, Manipur, 795128",MBBS,OBC,OBC,Allotted
660,23575,All India,"GMERS Medical College, Porbandar,Nr. Maharani Rupaliba Lady Hospital, ST bus
station road, Porbandar, Gujarat, 360575",MBBS,OBC,OBC,Allotted
661,23578,All India,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,Open,General,Allotted
662,23639,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR
BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,EWS,EWS,Allotted
663,23651,All India,"ESIC Medical College AND PGIMSR, Chennai,ASHOK PILLAR ROAD
KK NAGAR CHENNAI, Tamil Nadu, 600078",MBBS,EWS,EWS,Allotted
664,23736,All India,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,Allotted
665,23766,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia
Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,Allotted
666,23791,All India,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,Allotted
667,23821,All India,"SJP Medical College, Bharatpur,Rampura, NH-21,Sever Road,Bharatpur,Rajasthan,
Rajasthan, 321001",MBBS,EWS,EWS,Allotted
668,23837,All India,"AGARTALA GOVT. DENTAL COLLEGE,AGARTAL,IGM Hospital Complex, Agartala,
West Tripura, PIN- 799001, Tripura, 799001",BDS,Open,OBC,Allotted
669,23840,All India,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At & Po. - Khambhlav,
Aat, Ta - Jalalpore, Dist - Navsari., Gujarat, 396403",MBBS,EWS,EWS,Allotted
670,23850,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram
Kerala, Kerala, 695011",BDS,OBC,OBC,Allotted
671,23865,All India,"Govt Medical College, Churu,Shekhawat Colony, Civil Lines Road,Churu, Rajasthan,
331001",MBBS,EWS,EWS,Allotted
672,23903,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
673,23933,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI,Dr. A.L. Nair Road, Mumbai Central,
Mumbai - 400 008, Maharashtra, 400008",BDS,Open,General,Allotted
674,23950,All India,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",MBBS,EWS,EWS,Allotted
675,23968,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
676,23989,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
677,24025,All India,"Autonomous State Medical College, Ghazipur,Principal
Prashasnik Bhawan
MV Autonomous State Medical College
RTI Chauraha
Ghazipur, Uttar Pradesh, 233001",MBBS,EWS,EWS,Allotted
678,24081,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental
Sciences, Rohtak, Haryana, 124001",BDS,Open,General,Allotted
679,24089,"B.Sc Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences Banaras
Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,Allotted
680,24097,All India,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road
jaipur, Rajasthan, 302016",BDS,Open,General,Allotted
681,24114,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
682,24169,All India,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR, Kerala,
680596",BDS,Open,OBC,Allotted
683,24190,All India,"GOVT. D.C. & RESEARCH INST,BANGALORE,FORT, VICTORIA HOSPITAL
CAMPUS, BANGALORE, Karnataka, 560002",BDS,Open,OBC,Allotted
684,24206,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
685,24208,All India,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road
jaipur, Rajasthan, 302016",BDS,Open,OBC,Allotted
686,24330,"Deemed/Paid Seats
Quota","Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka
State India, Karnataka, 576104",MBBS,Open,General,Allotted
687,24337,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia
Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,Allotted
688,24342,All India,"GMC DAUSA RAJASTHAN,GMC DAUSA MITRAPURA BHANDAREJ MOD DAUSA,
Rajasthan, 303303",MBBS,EWS,EWS,Allotted
689,24344,All India,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA,
Madhya Pradesh, 486001",MBBS,EWS,EWS,Allotted
690,24362,All India,"Govt Medical College, Dungarpur,VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",MBBS,EWS,EWS,Allotted
691,24406,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM
UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",BDS,Open,General,Allotted
692,24441,All India,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE,Government Vellore Medical College
and Hospital,
Adukkamparai,
Vellore., Tamil Nadu, 632011",MBBS,EWS,EWS,Allotted
693,24500,All India,"Govt. Medical College, Sirohi (rajasthan),SIROHI SHIVGANJ HIGHWAY,NEAR
AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan,
307030",MBBS,EWS,EWS,Allotted
694,24572,All India,"Government Medical College, Hanumangarh,Ganganagar-sangria Bypass Road
Hanumangarh Junction, Rajasthan, 335512",MBBS,EWS,EWS,Allotted
695,24580,"Delhi University
Quota","Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,Open,General,Allotted
696,24585,All India,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road
jaipur, Rajasthan, 302016",BDS,Open,General,Allotted
697,24587,All India,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN,Government
Medical college sriganganagar rajasthan, Rajasthan, 335001",MBBS,EWS,EWS,Allotted
698,24594,All India,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA,BANKIPUR,ASHOK
RAJPATH,PATNA, Bihar, 800004",BDS,Open,OBC,Allotted
699,24609,All India,"GMC KARAULI,mandrayal road karauli, Rajasthan, 322241",MBBS,EWS,EWS,Allotted
700,24653,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,General,Allotted
701,24663,All India,"GOVERNMENT MEDICAL COLLEGE, BUNDI,GOVT MEDICAL COLLEGE BUNDI,
Rajasthan, 323001",MBBS,EWS,EWS,Allotted
702,24681,"Delhi University
Quota","Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,Open,OBC,Allotted
703,24682,All India,"Phulo Jhano Medical College , Dumka,PHULO JHANO MEDICAL COLLEGE DUMKA,
Jharkhand, 814110",MBBS,EWS,EWS,Allotted
704,24693,All India,"Sri Jagannath Medical College & Hospital, Puri,BALIGUALI SAMANGARA PURI PIN
752004 (ODISHA), Odisha, 752004",MBBS,EWS,EWS,Allotted
705,24704,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court,
Solapur., Maharashtra, 413003",MBBS,EWS,EWS,Allotted
706,24706,All India,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA,BANKIPUR,ASHOK
RAJPATH,PATNA, Bihar, 800004",BDS,Open,General,Allotted
707,24725,All India,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP
MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR
DIST-BASTAR, Chhattisgarh, 494001",MBBS,EWS,EWS,Allotted
708,24787,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya
Pradesh, 475661",MBBS,EWS,EWS,Allotted
709,24788,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,General,Allotted
710,24793,All India,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe
Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",MBBS,EWS,EWS,Allotted
711,24801,All India,"Government Medical College and ESIC Hospital, Coimbatore,KAMARAJAR ROAD,
VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",MBBS,EWS,EWS,Allotted
712,24807,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",MBBS,EWS,EWS,Allotted
713,24871,All India,"Government Medical College, Ananthapuram,OPP EE R AND B OFFICE SAI NAGAR
ANANTAPURAM, Andhra Pradesh, 515001",MBBS,EWS,EWS,Allotted
714,24879,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,EWS,EWS,Allotted
715,24883,All India,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP
MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR
DIST-BASTAR, Chhattisgarh, 494001",MBBS,EWS,EWS,Allotted
716,24894,All India,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist
sangli, Maharashtra, 416410",MBBS,EWS,EWS,Allotted
717,24895,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya
Pradesh, 475661",MBBS,EWS,EWS,Allotted
718,24908,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government
Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",MBBS,EWS,EWS,Allotted
719,24913,All India,"Chandulal Chandrakar Memorial Government Medical College, Durg,Chandulal
Chandrakar Memorial Government Medical College, Kurud Road, Near Rungta College,
Kachandur, Chhattisgarh, 490024",MBBS,EWS,EWS,Allotted
720,24918,All India,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC
OFFICE,HASSAN, Karnataka, 573201",MBBS,EWS,EWS,Allotted
721,24927,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT
HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD
CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",MBBS,EWS,EWS,Allotted
722,24938,All India,"Government Medical College, ESIC, Kollam,Parippally Kollam 691574, Kerala, 691574",MBBS,EWS,EWS,Allotted
723,24945,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE,CIVIL AERODROME POST,
AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,EWS,EWS,Allotted
724,24946,"Delhi University
Quota","Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,Open,OBC,Allotted
725,24949,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,Open,OBC,Allotted
726,24974,All India,"Govt Medical College Kannur,P.O Pariyaram Medical College, Kannur, Kerala
670503",MBBS,EWS,EWS,Allotted
727,24978,All India,"GMC, Manjeri, Kerala,GOVERNMENT MEDICAL COLLEGE, MANJERI,
MALAPPURAM, Kerala, 676121",MBBS,EWS,EWS,Allotted
728,24994,All India,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR
TAMILNADU 641608, Tamil Nadu, 641608",MBBS,EWS,EWS,Allotted
729,25005,All India,"Government Medical College, Dindigul,1 Nallampatti Road Adiyanoothu village Dindigul,
Tamil Nadu, 624003",MBBS,EWS,EWS,Allotted
730,25114,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar
Pradesh, 221105",BDS,OBC,OBC,Allotted
731,25122,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia
Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,General,Allotted
732,25178,All India,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND
HOSPITAL,
AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",BDS,Open,OBC,Allotted
733,25232,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental
Sciences, Rohtak, Haryana, 124001",BDS,Open,General,Allotted
734,25266,All India,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL
COLLEGE P.O., KOZHIKODE, Kerala, 673008",BDS,Open,OBC,Allotted
735,25419,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM
UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",BDS,Open,OBC,Allotted
736,25473,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA,114 AJC BOSE ROAD, West Bengal,
700014",BDS,Open,General,Allotted
737,25492,All India,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR,Government Dental College And
Hospital GMC Campus Nagpur, Maharashtra, 440003",BDS,Open,EWS,Allotted
738,25696,All India,"NORTH BENGAL DENT.COLL,SUSHRUTNAGAR,P.O SHUSHRUTA NAGAR, DIST.
DARJEELING,, West Bengal, 734012",BDS,Open,EWS,Allotted
739,25804,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia
Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,Allotted
740,25934,All India,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road
jaipur, Rajasthan, 302016",BDS,OBC,OBC,Allotted
741,26028,IP University Quota,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,OBC,Allotted
742,26029,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,EWS,Allotted
743,26064,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,General,Allotted
744,26083,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line,
Navagam Ghed,
Jamnagar, Gujarat, 361008",BDS,Open,General,Allotted
745,26157,"Deemed/Paid Seats
Quota","JSS Medical College, Mysuru,The Principal JSS Medical College and Hospital Medical
Institutions Campus S S Nagar Mysuru, Karnataka, 570015",MBBS,Open,OBC,Allotted
746,26177,"Deemed/Paid Seats
Quota","MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND
RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,OBC,Allotted
