,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
1360,"Nimra Institute of Dental Sciences, Vijayawada",203103,1219030288,419,F,OC,SVU,P2,NO
1361,"Nimra Institute of Dental Sciences, Vijayawada",211268,1201100200,413,F,OC,AU,P2,NO
1362,"Nimra Institute of Dental Sciences, Vijayawada",212868,1205140282,412,F,BCE,SVU,P2,NO
1363,"Nimra Institute of Dental Sciences, Vijayawada",224070,1205010990,404,F,BCB,AU,P1,NO
1364,"Nimra Institute of Dental Sciences, Vijayawada",239027,1222040135,394,F,BCB,AU,P1,NO
1365,"Nimra Institute of Dental Sciences, Vijayawada",248622,1201020361,388,F,OC,AU,P1,NO
1366,"Nimra Institute of Dental Sciences, Vijayawada",256488,1209010561,383,F,BCE,AU,P1,NO
1367,"Nimra Institute of Dental Sciences, Vijayawada",269669,1205010412,375,F,OC,AU,P1,NO
1368,"Nimra Institute of Dental Sciences, Vijayawada",285388,1201040144,366,M,BCE,AU,P1,NO
1369,"Nimra Institute of Dental Sciences, Vijayawada",287125,1208010432,365,F,BCE,AU,P1,NO
1370,"Nimra Institute of Dental Sciences, Vijayawada",288598,1205090295,364,F,BCE,AU,P1,NO
1371,"Nimra Institute of Dental Sciences, Vijayawada",292040,1205070413,362,M,BCB,AU,P1,NO
1372,"Nimra Institute of Dental Sciences, Vijayawada",293789,1205010996,361,F,BCE,AU,P1,NO
1373,"Nimra Institute of Dental Sciences, Vijayawada",294577,1201020529,361,F,OC,AU,P1,NO
1374,"Nimra Institute of Dental Sciences, Vijayawada",299249,1205150155,358,F,OC,AU,P1,NO
1375,"Nimra Institute of Dental Sciences, Vijayawada",301022,1205140360,357,F,OC,AU,P1,NO
1376,"Nimra Institute of Dental Sciences, Vijayawada",302888,1205100414,356,F,BCE,AU,P1,NO
1377,"Nimra Institute of Dental Sciences, Vijayawada",304797,1201040128,355,M,BCE,AU,P1,NO
1378,"Nimra Institute of Dental Sciences, Vijayawada",314366,1201030125,350,M,BCE,AU,P1,NO
1379,"Nimra Institute of Dental Sciences, Vijayawada",321993,1201120404,346,F,BCE,AU,P2,NO
1380,"Nimra Institute of Dental Sciences, Vijayawada",329480,1205030744,342,F,BCB,AU,P2,NO
1381,"Nimra Institute of Dental Sciences, Vijayawada",331210,1224060220,341,F,BCE,AU,P2,NO
1382,"Nimra Institute of Dental Sciences, Vijayawada",331224,1205010602,341,F,BCB,AU,P2,NO
1383,"Nimra Institute of Dental Sciences, Vijayawada",355293,1205020178,329,M,BCE,AU,P2,NO
1384,"Nimra Institute of Dental Sciences, Vijayawada",363861,1205220229,325,F,BCE,AU,P2,NO
1385,"Nimra Institute of Dental Sciences, Vijayawada",372562,1214010379,321,F,BCE,AU,P2,NO
1386,"Nimra Institute of Dental Sciences, Vijayawada",374868,1208010156,320,M,BCE,AU,P2,NO
1387,"Nimra Institute of Dental Sciences, Vijayawada",394010,1201060077,311,F,BCE,AU,P2,NO
1388,"Nimra Institute of Dental Sciences, Vijayawada",399637,1205170399,309,F,BCE,AU,P2,NO
1389,"Nimra Institute of Dental Sciences, Vijayawada",400245,1205210369,309,M,OC,AU,P2,NO
1390,"Nimra Institute of Dental Sciences, Vijayawada",404460,1205140276,307,F,BCE,AU,P2,NO
1391,"Nimra Institute of Dental Sciences, Vijayawada",405223,1205160250,306,F,BCE,AU,P2,NO
1392,"Nimra Institute of Dental Sciences, Vijayawada",412220,4219010297,303,M,BCE,AU,P2,NO
1393,"Nimra Institute of Dental Sciences, Vijayawada",428418,1205030880,296,F,BCE,AU,P2,NO
1394,"Nimra Institute of Dental Sciences, Vijayawada",431450,1206110380,295,F,BCE,AU,P2,NO
1395,"Nimra Institute of Dental Sciences, Vijayawada",448093,1201050004,288,F,BCE,AU,P2,NO
1396,"Nimra Institute of Dental Sciences, Vijayawada",470718,1205080431,279,M,BCE,AU,P2,NO
1397,"Nimra Institute of Dental Sciences, Vijayawada",487034,1205270348,273,F,OC,AU,P2,NO
1398,"Nimra Institute of Dental Sciences, Vijayawada",491556,1201020195,271,F,BCE,AU,P2,NO
1399,"Nimra Institute of Dental Sciences, Vijayawada",492047,1205020732,271,F,BCE,AU,P2,NO
1400,"Nimra Institute of Dental Sciences, Vijayawada",500135,1205130024,268,F,BCE,AU,P2,NO
1401,"Nimra Institute of Dental Sciences, Vijayawada",501761,1205250236,268,F,BCE,AU,P2,NO
1402,"Nimra Institute of Dental Sciences, Vijayawada",507935,1205220297,265,F,BCE,AU,P2,NO
1403,"Nimra Institute of Dental Sciences, Vijayawada",515745,1205180399,262,F,BCE,AU,P2,NO
1404,"Nimra Institute of Dental Sciences, Vijayawada",523808,4204030240,260,M,BCE,AU,P2,NO
1405,"Nimra Institute of Dental Sciences, Vijayawada",528895,1206100280,258,F,BCE,AU,P2,NO
1406,"Sibar Institute of Dental Sciences, Guntur",83864,1205130056,526,F,BCD,AU,P2,NO
1407,"Sibar Institute of Dental Sciences, Guntur",85137,1201010297,525,M,OC,AU,P2,NO
1408,"Sibar Institute of Dental Sciences, Guntur",104503,1205180452,504,F,OC,AU,P2,NO
1409,"Sibar Institute of Dental Sciences, Guntur",105292,1205130029,503,F,BCD,AU,P2,NO
1410,"Sibar Institute of Dental Sciences, Guntur",111541,1201030238,497,M,OC,AU,P2,NO
1411,"Sibar Institute of Dental Sciences, Guntur",119521,1225020260,489,F,BCA,AU,P2,NO
1412,"Sibar Institute of Dental Sciences, Guntur",122568,1201030463,486,F,OC,AU,P2,NO
1413,"Sibar Institute of Dental Sciences, Guntur",124649,1201110092,484,M,OC,AU,P1,NO
1414,"Sibar Institute of Dental Sciences, Guntur",132412,1205070526,477,F,OC,AU,P2,NO
1415,"Sibar Institute of Dental Sciences, Guntur",132765,1206080486,477,M,BCA,AU,P1,NO
1416,"Sibar Institute of Dental Sciences, Guntur",136458,1228030028,473,M,OC,AU,P2,NO
1417,"Sibar Institute of Dental Sciences, Guntur",137458,1225010588,472,F,BCA,AU,P2,NO
1418,"Sibar Institute of Dental Sciences, Guntur",150036,1205110110,461,F,OC,AU,P2,NO
1419,"Sibar Institute of Dental Sciences, Guntur",152339,1201090213,459,F,BCA,AU,P2,NO
1420,"Sibar Institute of Dental Sciences, Guntur",152474,1205150070,459,M,BCD,AU,P2,NO
1421,"Sibar Institute of Dental Sciences, Guntur",158031,1220050083,454,F,OC,AU,P2,NO
1422,"Sibar Institute of Dental Sciences, Guntur",167652,1205010877,446,M,BCD,AU,P2,NO
1423,"Sibar Institute of Dental Sciences, Guntur",168758,1222020376,445,F,BCB,AU,P2,NO
1424,"Sibar Institute of Dental Sciences, Guntur",169208,1201050152,445,F,SC,AU,P2,NO
1425,"Sibar Institute of Dental Sciences, Guntur",171343,1201100127,443,F,SC,AU,P2,NO
1426,"Sibar Institute of Dental Sciences, Guntur",172922,1201010404,442,F,OC,AU,P2,NO
1427,"Sibar Institute of Dental Sciences, Guntur",173012,1201110151,442,M,OC,AU,P2,NO
1428,"Sibar Institute of Dental Sciences, Guntur",177233,1220060230,439,F,OC,AU,P2,NO
1429,"Sibar Institute of Dental Sciences, Guntur",177660,1205200201,438,M,BCD,AU,P2,NO
1430,"Sibar Institute of Dental Sciences, Guntur",178971,1205080513,437,F,OC,AU,P2,NO
1431,"Sibar Institute of Dental Sciences, Guntur",185657,1201020036,432,F,BCA,AU,P2,NO
1432,"Sibar Institute of Dental Sciences, Guntur",188104,1222020111,430,F,BCA,AU,P2,NO
1433,"Sibar Institute of Dental Sciences, Guntur",189805,1205250276,429,F,OC,AU,P2,NO
1434,"Sibar Institute of Dental Sciences, Guntur",191136,1201120174,428,F,OC,AU,P2,NO
1435,"Sibar Institute of Dental Sciences, Guntur",192260,1206090369,427,F,BCA,AU,P2,NO
1436,"Sibar Institute of Dental Sciences, Guntur",193802,1201030190,426,F,BCD,AU,P2,NO
1437,"Sibar Institute of Dental Sciences, Guntur",195424,1205020070,425,F,OC,AU,P2,NO
1438,"Sibar Institute of Dental Sciences, Guntur",196557,1205060393,424,F,OC,AU,P2,NO
1439,"Sibar Institute of Dental Sciences, Guntur",197128,1201060407,423,F,BCA,AU,P2,NO
1440,"Sibar Institute of Dental Sciences, Guntur",197570,1201070384,423,F,SC,AU,P1,NO
1441,"Sibar Institute of Dental Sciences, Guntur",198592,1203020388,422,F,BCB,AU,P1,NO
1442,"Sibar Institute of Dental Sciences, Guntur",201299,1201010104,420,F,BCC,AU,P2,NO
1443,"Sibar Institute of Dental Sciences, Guntur",203157,1205100381,419,M,BCA,AU,P2,NO
1444,"Sibar Institute of Dental Sciences, Guntur",203550,1205110364,419,F,SC,AU,P1,NO
1445,"Sibar Institute of Dental Sciences, Guntur",204156,1205230281,418,M,SC,AU,P1,NO
1446,"Sibar Institute of Dental Sciences, Guntur",207481,1201010351,416,M,SC,AU,P1,NO
1447,"Sibar Institute of Dental Sciences, Guntur",212492,1206080032,412,M,SC,AU,P2,NO
1448,"Sibar Institute of Dental Sciences, Guntur",213396,4204040036,412,F,SC,AU,P1,NO
1449,"Sibar Institute of Dental Sciences, Guntur",214268,1222010087,411,F,BCA,AU,P2,NO
1450,"Sibar Institute of Dental Sciences, Guntur",216953,1205040379,409,F,BCE,AU,P1,NO
1451,"Sibar Institute of Dental Sciences, Guntur",263042,1222010656,379,F,BCE,AU,P2,NO
1452,"Sibar Institute of Dental Sciences, Guntur",264841,1201020197,378,F,ST,AU,P1,NO
1454,"Sibar Institute of Dental Sciences, Guntur",389874,1205140310,313,F,ST,AU,P2,NO
1455,"Sibar Institute of Dental Sciences, Guntur",398472,1205030519,309,F,ST,AU,P2,NO
1456,"Sree Sai Dental College and Research Institute, Srikakulum",148611,1205090423,462,F,BCD,AU,P1,NO
1457,"Sree Sai Dental College and Research Institute, Srikakulum",149097,1205220358,462,F,BCA,AU,P1,NO
1458,"Sree Sai Dental College and Research Institute, Srikakulum",177365,1206070398,439,F,BCD,AU,P1,NO
1459,"Sree Sai Dental College and Research Institute, Srikakulum",184204,1205130284,433,F,BCA,AU,P2,NO
1460,"Sree Sai Dental College and Research Institute, Srikakulum",194693,1224040218,425,F,BCC,APNL,P2,NO
1461,"Sree Sai Dental College and Research Institute, Srikakulum",198595,1205130444,422,F,BCA,NL,P2,NO
1462,"Sree Sai Dental College and Research Institute, Srikakulum",225802,1220010161,403,M,OC,AU,P2,NO
1463,"Sree Sai Dental College and Research Institute, Srikakulum",227362,1206160328,402,F,OC,AU,P2,NO
1464,"Sree Sai Dental College and Research Institute, Srikakulum",231931,1202020428,399,F,BCB,SVU,P2,NO
1465,"Sree Sai Dental College and Research Institute, Srikakulum",233118,1222010542,398,F,OC,AU,P2,NO
1466,"Sree Sai Dental College and Research Institute, Srikakulum",234383,1202020747,397,F,SC,SVU,P2,NO
1467,"Sree Sai Dental College and Research Institute, Srikakulum",246720,1202050478,389,F,BCD,SVU,P2,NO
1468,"Sree Sai Dental College and Research Institute, Srikakulum",269764,1206100448,375,F,BCD,AU,P2,NO
1469,"Sree Sai Dental College and Research Institute, Srikakulum",270040,1206110039,375,F,BCD,AU,P2,NO
1470,"Sree Sai Dental College and Research Institute, Srikakulum",273548,1206010760,373,F,BCD,AU,P2,NO
1471,"Sree Sai Dental College and Research Institute, Srikakulum",279524,1224020192,370,F,BCB,AU,P1,NO
1472,"Sree Sai Dental College and Research Institute, Srikakulum",283395,1205010288,367,F,BCB,AU,P2,NO
1473,"Sree Sai Dental College and Research Institute, Srikakulum",284950,1222010189,366,M,BCB,AU,P1,NO
1474,"Sree Sai Dental College and Research Institute, Srikakulum",284974,1206020099,366,F,SC,AU,P2,NO
1475,"Sree Sai Dental College and Research Institute, Srikakulum",288487,1224030222,364,M,SC,AU,P2,NO
1476,"Sree Sai Dental College and Research Institute, Srikakulum",290323,1205120438,363,F,SC,AU,P2,NO
1477,"Sree Sai Dental College and Research Institute, Srikakulum",290367,1205190122,363,M,SC,AU,P2,NO
1478,"Sree Sai Dental College and Research Institute, Srikakulum",290806,1229060051,363,M,SC,AU,P2,NO
1479,"Sree Sai Dental College and Research Institute, Srikakulum",292059,1205260126,362,F,SC,AU,P2,NO
1480,"Sree Sai Dental College and Research Institute, Srikakulum",292229,1206020076,362,F,SC,AU,P2,NO
1481,"Sree Sai Dental College and Research Institute, Srikakulum",292252,1205080475,362,F,SC,AU,P2,NO
1482,"Sree Sai Dental College and Research Institute, Srikakulum",292255,1205230342,362,F,BCC,AU,P2,NO
1483,"Sree Sai Dental College and Research Institute, Srikakulum",292834,1205130462,362,F,SC,AU,P2,NO
1484,"Sree Sai Dental College and Research Institute, Srikakulum",293868,1206120190,361,F,BCD,AU,P2,NO
1485,"Sree Sai Dental College and Research Institute, Srikakulum",294155,1206040262,361,F,SC,AU,P2,NO
1486,"Sree Sai Dental College and Research Institute, Srikakulum",298653,1201010461,359,F,BCC,AU,P2,NO
1487,"Sree Sai Dental College and Research Institute, Srikakulum",307340,1206010514,354,F,BCB,AU,P2,NO
1488,"Sree Sai Dental College and Research Institute, Srikakulum",310180,1206070343,352,F,BCD,AU,P2,NO
1489,"Sree Sai Dental College and Research Institute, Srikakulum",310195,1225030053,352,F,BCA,AU,P2,NO
1490,"Sree Sai Dental College and Research Institute, Srikakulum",310360,1229010129,352,F,BCD,AU,P2,NO
1491,"Sree Sai Dental College and Research Institute, Srikakulum",312024,1222010246,351,F,BCA,AU,P2,NO
1492,"Sree Sai Dental College and Research Institute, Srikakulum",312100,1205090150,351,M,BCA,AU,P2,NO
1493,"Sree Sai Dental College and Research Institute, Srikakulum",312753,1205170246,351,F,BCA,AU,P2,NO
1494,"Sree Sai Dental College and Research Institute, Srikakulum",314085,1206160269,350,F,BCD,AU,P2,NO
1495,"Sree Sai Dental College and Research Institute, Srikakulum",315310,1206060094,350,F,BCA,AU,P2,NO
1496,"Sree Sai Dental College and Research Institute, Srikakulum",324929,1220080014,345,M,BCB,AU,P2,NO
1497,"Sree Sai Dental College and Research Institute, Srikakulum",325635,1228040085,344,F,BCB,AU,P2,NO
1498,"Sree Sai Dental College and Research Institute, Srikakulum",329411,1224020404,342,F,BCB,AU,P2,NO
1499,"Sree Sai Dental College and Research Institute, Srikakulum",385772,1201020146,315,F,BCE,AU,P2,NO
1500,"Sree Sai Dental College and Research Institute, Srikakulum",391720,1208010419,312,F,ST,AU,P2,NO
1501,"Sree Sai Dental College and Research Institute, Srikakulum",448779,1206010647,288,M,BCE,AU,P2,NO
1502,"Sree Sai Dental College and Research Institute, Srikakulum",450390,1208020103,287,F,ST,AU,P2,NO
1503,"Sree Sai Dental College and Research Institute, Srikakulum",473591,1205110332,278,M,ST,AU,P2,NO
1505,"Sree Sai Dental College and Research Institute, Srikakulum",747054,1205100417,192,F,BCE,AU,P2,NO
1506,"St. Joseph Dental College, Eluru",176785,1204020473,439,F,OC,SVU,P2,NO
1507,"St. Joseph Dental College, Eluru",178939,1205150401,437,F,OC,SVU,P2,NO
1508,"St. Joseph Dental College, Eluru",199941,1205050253,421,F,OC,AU,P2,NO
1509,"St. Joseph Dental College, Eluru",204479,1216020242,418,F,OC,AU,P2,NO
1510,"St. Joseph Dental College, Eluru",208231,1204010961,415,M,BCE,SVU,P2,NO
1511,"St. Joseph Dental College, Eluru",208355,1201070335,415,M,OC,AU,P2,NO
1512,"St. Joseph Dental College, Eluru",211341,4201230253,413,M,BCA,SVU,P2,NO
1513,"St. Joseph Dental College, Eluru",212611,1216010437,412,F,BCD,AU,P2,NO
1514,"St. Joseph Dental College, Eluru",216003,1201060237,410,F,BCC,AU,P2,NO
1515,"St. Joseph Dental College, Eluru",216923,1224060078,409,F,SC,APNL,P2,NO
1516,"St. Joseph Dental College, Eluru",216928,1205160131,409,F,BCC,AU,P2,NO
1517,"St. Joseph Dental College, Eluru",218482,1201090158,408,F,OC,AU,P2,NO
1518,"St. Joseph Dental College, Eluru",218997,1205170129,408,F,BCB,AU,P1,NO
1519,"St. Joseph Dental College, Eluru",225007,1206070051,404,M,BCD,AU,P2,NO
1520,"St. Joseph Dental College, Eluru",228027,1205250203,402,M,BCD,AU,P1,NO
1521,"St. Joseph Dental College, Eluru",228559,1220050003,401,F,SC,AU,P1,NO
1522,"St. Joseph Dental College, Eluru",231465,1205120075,399,F,BCB,AU,P1,NO
1523,"St. Joseph Dental College, Eluru",232468,1205070119,399,F,BCD,AU,P1,NO
1524,"St. Joseph Dental College, Eluru",246743,1227020035,389,M,SC,AU,P1,NO
1525,"St. Joseph Dental College, Eluru",246898,1216020066,389,M,BCB,AU,P1,NO
1526,"St. Joseph Dental College, Eluru",248702,1205180343,388,M,BCD,AU,P2,NO
1527,"St. Joseph Dental College, Eluru",252143,1205220195,386,F,BCB,AU,P2,NO
1528,"St. Joseph Dental College, Eluru",253441,1224020429,385,F,BCB,AU,P2,NO
1529,"St. Joseph Dental College, Eluru",254782,1205150123,385,M,SC,AU,P2,NO
1530,"St. Joseph Dental College, Eluru",255230,1205010022,384,F,SC,AU,P2,NO
1531,"St. Joseph Dental College, Eluru",258095,1216010424,382,F,SC,AU,P2,NO
1532,"St. Joseph Dental College, Eluru",259626,1201010042,381,F,SC,AU,P2,NO
1533,"St. Joseph Dental College, Eluru",260613,1205080397,381,M,SC,AU,P2,NO
1534,"St. Joseph Dental College, Eluru",264898,1216010038,378,M,SC,AU,P2,NO
1535,"St. Joseph Dental College, Eluru",265311,1205120304,378,F,SC,AU,P2,NO
1536,"St. Joseph Dental College, Eluru",266296,1222010659,377,F,BCA,AU,P2,NO
1538,"St. Joseph Dental College, Eluru",269720,1229020115,375,F,SC,AU,P2,NO
1539,"St. Joseph Dental College, Eluru",271657,1205270336,374,F,BCB,AU,P1,NO
1540,"St. Joseph Dental College, Eluru",273018,1201020348,373,F,BCA,AU,P2,NO
1541,"St. Joseph Dental College, Eluru",275666,1206060437,372,F,BCD,AU,P2,NO
1542,"St. Joseph Dental College, Eluru",277857,1221020257,370,F,SC,AU,P2,NO
1543,"St. Joseph Dental College, Eluru",278021,1224030052,370,F,BCD,AU,P2,NO
1544,"St. Joseph Dental College, Eluru",278086,1205240314,370,F,BCB,AU,P2,NO
1545,"St. Joseph Dental College, Eluru",280083,1201090256,369,F,BCA,AU,P2,NO
1546,"St. Joseph Dental College, Eluru",283697,1205050149,367,F,BCD,AU,P2,NO
1547,"St. Joseph Dental College, Eluru",285189,1216020005,366,F,BCA,AU,P2,NO
1548,"St. Joseph Dental College, Eluru",286653,1213010524,365,F,BCB,AU,P2,NO
1549,"St. Joseph Dental College, Eluru",286889,1205160244,365,F,BCD,AU,P2,NO
1550,"St. Joseph Dental College, Eluru",288539,1205030594,364,M,BCB,AU,P2,NO
1551,"St. Joseph Dental College, Eluru",290173,1224030085,363,F,BCB,AU,P2,NO
1552,"St. Joseph Dental College, Eluru",358064,1224060009,328,F,BCE,AU,P2,NO
1553,"St. Joseph Dental College, Eluru",368080,1222040263,323,M,ST,AU,P1,NO
1554,"St. Joseph Dental College, Eluru",403123,1201090074,307,F,ST,AU,P2,NO
1555,"St. Joseph Dental College, Eluru",407413,1205230016,305,F,ST,AU,P2,NO
1556,"Vishnu Dental College, Bhimavaram",64605,1228020170,549,M,OC,AU,P1,NO
1557,"Vishnu Dental College, Bhimavaram",69371,1228010241,543,F,OC,AU,P1,NO
1558,"Vishnu Dental College, Bhimavaram",75256,1204080175,536,M,OC,SVU,P1,NO
1559,"Vishnu Dental College, Bhimavaram",112400,1208020009,496,M,OC,AU,P2,NO
1560,"Vishnu Dental College, Bhimavaram",115619,1228040227,493,M,BCD,AU,P1,NO
1561,"Vishnu Dental College, Bhimavaram",117183,1206110307,492,F,BCD,AU,P1,NO
1562,"Vishnu Dental College, Bhimavaram",117241,1228040011,491,F,OC,AU,P2,NO
1563,"Vishnu Dental College, Bhimavaram",117250,1224050264,491,F,OC,AU,P2,NO
1564,"Vishnu Dental College, Bhimavaram",118650,1228010097,490,F,OC,AU,P2,NO
1565,"Vishnu Dental College, Bhimavaram",122513,1206050176,486,M,BCD,AU,P1,NO
1566,"Vishnu Dental College, Bhimavaram",123552,1205210274,485,F,BCD,AU,P2,NO
1567,"Vishnu Dental College, Bhimavaram",125870,1206100021,483,F,BCA,AU,P2,NO
1568,"Vishnu Dental College, Bhimavaram",127926,1206030572,481,F,BCD,AU,P2,NO
1569,"Vishnu Dental College, Bhimavaram",130017,1220030122,479,M,BCA,AU,P2,NO
1570,"Vishnu Dental College, Bhimavaram",135898,1206060389,474,F,OC,AU,P2,NO
1571,"Vishnu Dental College, Bhimavaram",143306,1220070286,467,F,BCD,AU,P2,NO
1572,"Vishnu Dental College, Bhimavaram",144648,1201080129,466,F,OC,AU,P2,NO
1573,"Vishnu Dental College, Bhimavaram",147470,1205130109,463,F,OC,AU,P2,NO
1574,"Vishnu Dental College, Bhimavaram",148623,1205010939,462,M,BCD,AU,P2,NO
1575,"Vishnu Dental College, Bhimavaram",151071,1228020056,460,F,BCD,AU,P2,NO
1576,"Vishnu Dental College, Bhimavaram",153383,1205100157,458,F,OC,AU,P2,NO
1577,"Vishnu Dental College, Bhimavaram",156351,1201080342,456,F,OC,AU,P2,NO
1578,"Vishnu Dental College, Bhimavaram",159335,1205050605,453,F,BCD,AU,P2,NO
1579,"Vishnu Dental College, Bhimavaram",161682,1205040556,451,F,OC,AU,P2,NO
1580,"Vishnu Dental College, Bhimavaram",164524,1206040289,449,F,BCD,AU,P2,NO
1581,"Vishnu Dental College, Bhimavaram",164584,1229010264,449,M,OC,AU,P2,NO
1582,"Vishnu Dental College, Bhimavaram",165223,1228040064,448,F,BCB,AU,P2,NO
1583,"Vishnu Dental College, Bhimavaram",170074,1216030403,444,F,BCB,AU,P2,NO
1584,"Vishnu Dental College, Bhimavaram",172867,1206080385,442,F,BCD,AU,P2,NO
1585,"Vishnu Dental College, Bhimavaram",173840,1205130351,441,F,BCC,AU,P2,NO
1586,"Vishnu Dental College, Bhimavaram",175419,1206090287,440,F,BCB,AU,P2,NO
1587,"Vishnu Dental College, Bhimavaram",177694,1214010086,438,F,OC,AU,P2,NO
1588,"Vishnu Dental College, Bhimavaram",182819,1220060184,434,F,BCA,AU,P2,NO
1589,"Vishnu Dental College, Bhimavaram",187799,1222010504,431,F,OC,AU,P2,NO
1590,"Vishnu Dental College, Bhimavaram",191313,1208020187,428,F,OC,AU,P2,NO
1591,"Vishnu Dental College, Bhimavaram",194457,1206130187,425,F,BCA,AU,P2,NO
1592,"Vishnu Dental College, Bhimavaram",194519,1224050242,425,F,OC,AU,P2,NO
1593,"Vishnu Dental College, Bhimavaram",197547,1205210102,423,F,BCD,AU,P2,NO
1594,"Vishnu Dental College, Bhimavaram",199026,1201060223,422,M,SC,AU,P1,NO
1595,"Vishnu Dental College, Bhimavaram",201612,1206160037,420,M,SC,AU,P1,NO
1596,"Vishnu Dental College, Bhimavaram",208946,4201200523,415,F,BCE,SVU,P2,NO
1597,"Vishnu Dental College, Bhimavaram",213898,1205160450,411,F,BCE,AU,P1,NO
1598,"Vishnu Dental College, Bhimavaram",219551,1205020915,407,F,SC,AU,P2,NO
1599,"Vishnu Dental College, Bhimavaram",233150,4201070596,398,F,SC,AU,P2,NO
1600,"Vishnu Dental College, Bhimavaram",235687,1205170157,397,M,SC,AU,P2,NO
1601,"Vishnu Dental College, Bhimavaram",242119,1205240209,392,F,SC,AU,P2,NO
1603,"Vishnu Dental College, Bhimavaram",331631,1219020515,341,M,ST,SVU,P2,NO
1604,"Vishnu Dental College, Bhimavaram",379271,1222010109,318,F,ST,AU,P2,NO
1605,"Vishnu Dental College, Bhimavaram",387623,1220010334,314,F,ST,AU,P2,NO
1606,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",245051,1229060072,390,M,OC,AU,MopUp,NO
1607,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",256419,1205010391,383,F,OC,AU,MopUp,NO
1608,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",300292,1206110180,358,F,SC,AU,MopUp,NO
1609,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",304840,1205020867,355,F,SC,AU,MopUp,NO
1610,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",320131,1206100468,347,F,BCA,AU,MopUp,NO
1611,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",642396,1206040083,221,F,BCE,AU,MopUp,NO
1612,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",185621,2712220346,432,M,OC,SVU,MopUp,NO
1613,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",220109,1204050504,407,F,BCE,SVU,MopUp,NO
1614,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",234815,1205030568,397,M,BCB,SVU,MopUp,NO
1615,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",236562,1204050220,396,M,SC,SVU,MopUp,NO
1616,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",237432,1205100465,395,F,SC,SVU,MopUp,NO
1617,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",237467,1203040054,395,F,SC,SVU,MopUp,NO
1618,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",242560,1204060217,392,M,BCA,SVU,MopUp,NO
1619,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",245174,1202020119,390,F,BCA,SVU,MopUp,NO
1620,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",250192,1205220364,387,M,BCA,SVU,MopUp,NO
1621,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",284303,1219020394,367,F,BCD,SVU,MopUp,NO
1622,"C.K.S. Theja Institute of Dental Sciences and Research, Tirupathi",292075,1203010449,362,F,BCD,SVU,MopUp,NO
1623,"Care Dental College, Guntur",303374,1205130220,356,F,SC,AU,MopUp,NO
1624,"Care Dental College, Guntur",303655,1201100296,356,M,SC,AU,MopUp,NO
1625,"Care Dental College, Guntur",323820,1201040473,345,F,BCA,AU,MopUp,NO
1626,"Care Dental College, Guntur",335303,1205070523,339,F,BCB,AU,MopUp,NO
1627,"Care Dental College, Guntur",349205,1204050346,332,F,ST,SVU,MopUp,NO
1628,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",238016,1205180277,395,F,OC,AU,MopUp,NO
1629,"Drs. Sudha and Nageswara Rao Siddhartha Inst. of Dental Sciences., Gannavaram",239715,1220030269,394,F,OC,AU,MopUp,NO
1630,"G. Pulla Reddy Dental College and Hospital, Kurnool",187079,1205090428,431,M,OC,SVU,MopUp,NO
1631,"G. Pulla Reddy Dental College and Hospital, Kurnool",235953,1202021038,396,F,SC,SVU,MopUp,NO
1633,"GITAM Dental College and Hospital, Visakhapatnam",298694,1205150424,359,F,SC,AU,MopUp,NO
1634,"GITAM Dental College and Hospital, Visakhapatnam",485967,1206040567,273,F,ST,AU,MopUp,NO
1635,"GITAM Dental College and Hospital, Visakhapatnam",491326,1201070100,271,F,ST,AU,MopUp,NO
1636,"Government Dental College and Hospital, Kadapa",180069,1205200133,436,F,OC,SVU,MopUp,NO
1637,"Government Dental College and Hospital, Kadapa",184608,1212040037,433,F,OC,SVU,MopUp,NO
1638,"Government Dental College and Hospital, Kadapa",235531,1203030393,397,F,SC,SVU,MopUp,NO
1639,"Government Dental College and Hospital, Vijayawada",182822,1204050225,434,F,OC,SVU,MopUp,NO
1640,"Government Dental College and Hospital, Vijayawada",329358,4202020798,342,F,OC,OU,MopUp,NO
1641,"Government Dental College and Hospital, Vijayawada",363573,4201160521,325,F,BCB,OU,MopUp,NO
1642,"Government Dental College and Hospital, Vijayawada",374654,4215010161,320,F,ST,OU,MopUp,NO
1643,"Government Dental College and Hospital, Vijayawada",427011,4201540032,297,F,BCB,OU,MopUp,NO
